trait_category	trait	category	cell_type_clean	mark	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z.score	Coefficient_p	Coefficient_q
Electrolyte	K	Immune or hematopoietic	CD56_primary	H3K4me1	0.034260277	0.157485807	0.049555041	4.596746475	1.446428492	0.012033436	-3.97E-09	1.61E-08	-0.246597517	0.597390137	0.952074594
Electrolyte	K	Adrenal or pancreas	Fetal_adrenal	H3K4me1	0.042487652	0.364873435	0.081035404	8.587752412	1.907269521	1.28E-05	5.57E-08	2.19E-08	2.544013085	0.005479349	0.131961424
Electrolyte	K	Gastrointestinal	Fetal_large_intestine	H3K4me1	0.02986093	0.151217523	0.052682719	5.064059386	1.764269192	0.01563659	1.01E-08	1.96E-08	0.516606795	0.302715336	0.775755677
Electrolyte	K	Gastrointestinal	Fetal_small_intestine	H3K4me1	0.033086384	0.182577923	0.051774201	5.518219362	1.564818992	0.002125304	1.45E-08	1.77E-08	0.818425761	0.206557059	0.675866846
Electrolyte	K	Skeletal muscle	Fetal_leg_muscle	H3K4me1	0.040120863	0.244203838	0.077489365	6.086704515	1.931398261	0.012465676	1.45E-08	2.57E-08	0.561990197	0.287061349	0.759802924
Electrolyte	K	Skeletal muscle	Fetal_trunk_muscle	H3K4me1	0.040558809	0.231158121	0.075089682	5.699332115	1.851377907	0.015302715	1.26E-08	2.50E-08	0.504029697	0.307120254	0.779141563
Electrolyte	K	Other	Fetal_placenta	H3K4me1	0.024725458	0.261331747	0.070483923	10.56933889	2.850661941	0.001872161	7.40E-08	3.75E-08	1.974701503	0.024151016	0.269445525
Electrolyte	K	Gastrointestinal	Fetal_stomach	H3K4me1	0.033847905	0.19058629	0.070521176	5.630667315	2.083472427	0.027766733	5.42E-09	2.57E-08	0.211180453	0.416373231	0.863725863
Electrolyte	K	Other	Adipose_nuclei	H3K4me3	0.029425648	0.254227733	0.05597255	8.639664621	1.902168777	5.28E-05	4.22E-08	2.16E-08	1.952412164	0.025444645	0.275098252
Electrolyte	K	Kidney	Kidney	H3K4me3	0.017133157	0.373080654	0.07873871	21.77535893	4.595691716	1.26E-05	2.25E-07	6.58E-08	3.4151678	0.000318714	0.024763545
Electrolyte	K	Liver	Liver_(BI)	H3K4me3	0.016375544	0.162254423	0.042696756	9.90833818	2.607348954	0.000814011	3.94E-08	3.44E-08	1.145725048	0.125954468	0.564328458
Electrolyte	K	CNS	Angular_gyrus	H3K4me3	0.010418702	0.11342106	0.046026848	10.88629509	4.417714424	0.02059123	8.20E-09	6.33E-08	0.129419432	0.448512886	0.880097181
Electrolyte	K	CNS	Anterior_caudate	H3K4me3	0.018779982	0.178424804	0.058300595	9.5007973	3.104400981	0.004035408	1.31E-08	4.41E-08	0.298050177	0.382832434	0.839401909
Electrolyte	K	CNS	Cingulate_gyrus	H3K4me3	0.017234741	0.170207733	0.054585643	9.87585097	3.167186733	0.004943557	1.48E-08	4.58E-08	0.32264582	0.373481744	0.833193508
Electrolyte	K	CNS	Hippocampus_middle	H3K4me3	0.018440246	0.193251479	0.058590091	10.47987545	3.177294453	0.002397375	2.91E-08	4.39E-08	0.662644442	0.25377915	0.728341677
Electrolyte	K	CNS	Inferior_temporal_lobe	H3K4me3	0.017055904	0.155158955	0.051460913	9.097081687	3.01719051	0.005440891	1.96E-09	4.34E-08	0.045203159	0.481972688	0.898658896
Electrolyte	K	CNS	Mid_frontal_lobe	H3K4me3	0.016203455	0.168911485	0.056030034	10.42441139	3.45790652	0.006443469	2.13E-08	5.09E-08	0.417261132	0.338243708	0.806872782
Electrolyte	K	CNS	Substantia_nigra	H3K4me3	0.014122592	0.163975411	0.051480726	11.61085796	3.645274556	0.003660575	3.76E-08	4.98E-08	0.754801349	0.225184092	0.698940542
Electrolyte	K	Immune or hematopoietic	CD15_primary	H3K4me3	0.013758525	0.121532907	0.03858861	8.833279982	2.804705335	0.007499208	1.37E-08	3.43E-08	0.400105735	0.34453932	0.811113718
Electrolyte	K	Immune or hematopoietic	CD19_primary_(BI)	H3K4me3	0.012117739	0.106299267	0.043186109	8.772203161	3.563875197	0.022407625	-3.57E-09	4.99E-08	-0.071423825	0.528469776	0.922059126
Electrolyte	K	Immune or hematopoietic	CD34_primary	H3K4me3	0.010533605	0.15548799	0.045895706	14.76113785	4.357075078	0.001851289	7.85E-08	5.95E-08	1.320448059	0.093342733	0.493692793
Electrolyte	K	Immune or hematopoietic	CD3_primary_(BI)	H3K4me3	0.014184927	0.137888355	0.044525276	9.720765665	3.138914617	0.002604257	1.98E-08	3.73E-08	0.530973749	0.297718485	0.770794086
Electrolyte	K	Immune or hematopoietic	CD4+_CD25+_CD127-_Treg_primary	H3K4me3	0.013863661	0.134860982	0.037841585	9.727660259	2.729552135	0.000733134	1.49E-08	3.81E-08	0.392008243	0.347526062	0.814819714
Electrolyte	K	Immune or hematopoietic	CD4+_CD25-_CD45RA+_naive_primary	H3K4me3	0.012800586	0.148545427	0.043292926	11.60458027	3.382105055	0.000691199	4.17E-08	4.27E-08	0.974647473	0.164867578	0.622058789
Electrolyte	K	Immune or hematopoietic	CD4+_CD25-_CD45R0+_memory_primary	H3K4me3	0.008699241	0.089801759	0.037918039	10.32294173	4.358775449	0.021960365	1.14E-08	5.86E-08	0.193875684	0.423136612	0.86572778
Electrolyte	K	Immune or hematopoietic	CD4+_CD25-_IL17+_PMA_Ionomycin_stim_Th17_primary	H3K4me3	0.012290537	0.127239905	0.038494487	10.35267231	3.132042621	0.001375756	2.00E-08	4.60E-08	0.434719999	0.33188284	0.801299545
Electrolyte	K	Immune or hematopoietic	CD4+_CD25-_IL17-_PMA_Ionomycin_stim_MACS_Th_sprimary	H3K4me3	0.017170097	0.153876348	0.036445999	8.961880004	2.122643778	5.44E-05	1.87E-08	2.56E-08	0.731931263	0.232105262	0.707554261
Electrolyte	K	Immune or hematopoietic	CD4+_CD25int_CD127+_Tmem_primary	H3K4me3	0.010611035	0.123978331	0.043171928	11.68390516	4.068587697	0.005177987	3.35E-08	5.91E-08	0.568005642	0.285015568	0.757822492
Electrolyte	K	Immune or hematopoietic	CD4+_CD25-_Th_primary	H3K4me3	0.012386971	0.124484786	0.04150037	10.04965542	3.35032442	0.004685146	1.12E-08	4.83E-08	0.232910513	0.407915447	0.858169599
Electrolyte	K	Immune or hematopoietic	CD4_memory_primary	H3K4me3	0.011670203	0.098304759	0.037597575	8.42356878	3.221672708	0.01284185	-1.16E-08	4.55E-08	-0.255679612	0.600900881	0.953841852
Electrolyte	K	Immune or hematopoietic	CD4_naive_primary	H3K4me3	0.012408637	0.106079195	0.037860197	8.548819215	3.051116511	0.009215269	-5.92E-09	3.92E-08	-0.151007976	0.560015288	0.935748365
Electrolyte	K	Immune or hematopoietic	CD8_memory_primary	H3K4me3	0.010907439	0.072298521	0.038116433	6.628368174	3.494535555	0.090925264	-4.41E-08	5.12E-08	-0.862151154	0.805697827	0.999998953
Electrolyte	K	Immune or hematopoietic	CD8_naive_primary_(BI)	H3K4me3	0.011157491	0.088866665	0.036763169	7.964753715	3.294931639	0.025728666	-2.50E-08	4.73E-08	-0.527079706	0.700930881	0.984676549
Electrolyte	K	Gastrointestinal	Colonic_mucosa	H3K4me3	0.011774628	0.277928433	0.099730587	23.60400938	8.469956369	0.008078095	2.46E-07	1.37E-07	1.793097348	0.03647868	0.325251617
Electrolyte	K	Gastrointestinal	Colon_smooth_muscle	H3K4me3	0.014303027	0.211137354	0.057282224	14.7617251	4.004902121	0.000494118	9.54E-08	5.24E-08	1.821287653	0.034281571	0.31758585
Electrolyte	K	Gastrointestinal	Duodenum_Mucosa	H3K4me3	0.020230744	0.241893658	0.052311794	11.9567358	2.585757329	2.58E-05	7.48E-08	3.40E-08	2.197978088	0.013975334	0.206362771
Electrolyte	K	Gastrointestinal	Duodenum_smooth_muscle	H3K4me3	0.02039999	0.188932191	0.045890457	9.261386304	2.249533249	0.000171395	2.71E-08	2.72E-08	0.994832832	0.159908787	0.613683665
Electrolyte	K	CNS	Fetal_brain	H3K4me3	0.004338432	0.037946457	0.0269458	8.746583023	6.210953509	0.195055148	-1.67E-08	7.38E-08	-0.226315301	0.589521901	0.951035345
Electrolyte	K	Cardiovascular	Fetal_heart	H3K4me3	0.006108862	0.064059968	0.02837053	10.48639969	4.644159549	0.033086655	1.63E-08	5.56E-08	0.292810333	0.384833565	0.840806442
Electrolyte	K	Cardiovascular	Fetal_lung	H3K4me3	0.010994993	0.182113674	0.075562906	16.56332852	6.872483617	0.018259334	1.12E-07	8.93E-08	1.253444611	0.105021972	0.522731437
Electrolyte	K	Immune or hematopoietic	Mobilized_CD34_primary	H3K4me3	0.02241248	0.212208778	0.058436738	9.468330896	2.607330266	0.001094497	2.84E-08	3.57E-08	0.794608369	0.213420674	0.685238042
Electrolyte	K	Adrenal or pancreas	Pancreatic_islets	H3K4me3	0.009867806	0.110200647	0.050427582	11.16769434	5.110313225	0.020205321	3.92E-08	5.55E-08	0.706931992	0.239804371	0.717553218
Electrolyte	K	Gastrointestinal	Rectal_mucosa	H3K4me3	0.018055401	0.294320976	0.092025775	16.30099391	5.096855903	0.002205325	1.43E-07	7.64E-08	1.878054617	0.030186847	0.299053652
Electrolyte	K	Gastrointestinal	Rectal_smooth_muscle	H3K4me3	0.012709836	0.274792261	0.097619239	21.62044176	7.680605916	0.006268251	2.13E-07	1.21E-07	1.759120226	0.039278545	0.33701749
Electrolyte	K	Skeletal muscle	Skeletal_muscle	H3K4me3	0.02182429	0.32028245	0.07689946	14.67550351	3.523572073	0.000116208	1.17E-07	4.57E-08	2.565371705	0.005153266	0.12772273
Electrolyte	K	Gastrointestinal	Stomach_mucosa	H3K4me3	0.005795942	0.046715009	0.04035229	8.059950804	6.962162334	0.302960263	-4.07E-08	8.50E-08	-0.478540108	0.683867083	0.98169466
Electrolyte	K	Gastrointestinal	Stomach_smooth_muscle	H3K4me3	0.019613606	0.200678076	0.057637672	10.23157464	2.938657531	0.001301529	2.73E-08	3.64E-08	0.74877157	0.226997449	0.701703959
Electrolyte	K	Immune or hematopoietic	Treg_primary	H3K4me3	0.0174562	0.112858248	0.0345314	6.465224225	1.978173939	0.002381138	-2.62E-09	2.53E-08	-0.103380477	0.541169497	0.927854532
Electrolyte	K	Liver	Liver_(UCSD)	H3K4me3	0.011471121	0.235695533	0.064292506	20.54686173	5.604727449	0.000922803	1.69E-07	7.96E-08	2.121449736	0.016941987	0.228782945
Electrolyte	K	Cardiovascular	Aorta	H3K4me3	0.008293262	0.115012449	0.052351498	13.86817932	6.312533735	0.038670797	4.87E-08	8.38E-08	0.58080849	0.280684766	0.754193457
Electrolyte	K	Gastrointestinal	Esophagus	H3K4me3	0.008425214	0.173680082	0.064944059	20.61432213	7.708297561	0.008948462	1.58E-07	1.10E-07	1.44334243	0.074462016	0.450824453
Electrolyte	K	Gastrointestinal	Gastric	H3K4me3	0.005917949	0.154006833	0.063996204	26.02368389	10.81391614	0.023665252	2.11E-07	1.48E-07	1.427789642	0.076676207	0.456744795
Electrolyte	K	Cardiovascular	Left_Ventricle	H3K4me3	0.008554325	0.158953545	0.067526717	18.58165889	7.893868702	0.021623646	1.24E-07	1.14E-07	1.085377343	0.138877281	0.582787857
Electrolyte	K	Cardiovascular	Lung	H3K4me3	0.005563827	0.141759175	0.077384802	25.47871519	13.90855535	0.075485841	2.02E-07	1.89E-07	1.072012384	0.141857235	0.58959131
Electrolyte	K	Other	Ovary	H3K4me3	0.009310873	0.148836587	0.069917515	15.98524476	7.509232909	0.046664113	8.39E-08	1.03E-07	0.815826753	0.207299615	0.676641245
Electrolyte	K	Adrenal or pancreas	Pancreas	H3K4me3	0.008135382	0.111492756	0.043757923	13.70467427	5.378717944	0.019683056	4.57E-08	7.74E-08	0.590777201	0.277334856	0.751254526
Electrolyte	K	Skeletal muscle	Psoas_muscle	H3K4me3	0.009636935	0.197971362	0.060979681	20.54298013	6.327705024	0.001037576	1.60E-07	8.39E-08	1.912464139	0.027908344	0.287905888
Electrolyte	K	Cardiovascular	Right_atrium	H3K4me3	0.010799107	0.161580755	0.060650008	14.96241829	5.61620589	0.00827267	7.67E-08	7.81E-08	0.981650293	0.163136081	0.618432616
Electrolyte	K	Cardiovascular	Right_ventricle	H3K4me3	0.010505367	0.167749146	0.064670862	15.9679469	6.155982999	0.015753284	9.14E-08	9.14E-08	1.00054307	0.158523882	0.611428385
Electrolyte	K	Gastrointestinal	Sigmoid_colon	H3K4me3	0.005544115	0.114532234	0.045512985	20.65834542	8.209243263	0.01096734	1.37E-07	9.99E-08	1.37657488	0.084321861	0.476347962
Electrolyte	K	Gastrointestinal	Small_intestine	H3K4me3	0.004823085	0.110048683	0.041500306	22.8170736	8.604514996	0.01098677	1.59E-07	1.06E-07	1.494880511	0.067472815	0.432709085
Electrolyte	K	Immune or hematopoietic	Spleen	H3K4me3	0.004089446	0.108760507	0.041754189	26.59541318	10.21023095	0.009796798	2.04E-07	1.19E-07	1.720666022	0.042655723	0.349894869
Electrolyte	K	CNS	Germinal_matrix	H3K4me3	0.011270795	0.134232931	0.042821654	11.90980113	3.799346295	0.003444812	2.95E-08	5.76E-08	0.51310161	0.303940123	0.776304148
Electrolyte	K	Connective or bone	Breast_fibroblast_primary	H3K4me3	0.005646408	0.095773237	0.045984331	16.96179762	8.143996505	0.047193328	7.98E-08	1.07E-07	0.746844574	0.227578693	0.702341201
Electrolyte	K	Other	Breast_myoepithelial	H3K4me3	0.01371466	0.144140333	0.048296536	10.50994596	3.521526349	0.006388556	2.03E-08	4.98E-08	0.407799472	0.341710451	0.808515768
Electrolyte	K	Other	Breast_vHMEC	H3K4me3	0.007558203	0.099055157	0.038549235	13.10564963	5.100317643	0.017821794	3.98E-08	6.74E-08	0.590341885	0.277480732	0.751254526
Electrolyte	K	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K4me3	0.006017934	0.053816923	0.034007992	8.942757193	5.651107387	0.148141806	-2.04E-08	7.06E-08	-0.289211999	0.613790425	0.959273373
Electrolyte	K	CNS	Fetal_brain	H3K4me3	0.012509688	0.164755228	0.051064477	13.17021109	4.081994566	0.001568803	5.37E-08	5.95E-08	0.901618911	0.183629671	0.648688482
Electrolyte	K	Adrenal or pancreas	Pancreatic_islets	H3K4me3	0.011014705	0.175129507	0.053963392	15.89960874	4.899213393	0.001507033	9.33E-08	7.05E-08	1.322715555	0.092964994	0.492999528
Electrolyte	K	Connective or bone	Penis_foreskin_fibroblast_primary	H3K4me3	0.036408626	0.245037343	0.053193829	6.730200289	1.461022705	7.27E-05	-3.67E-09	2.11E-08	-0.17400184	0.569067992	0.939628709
Electrolyte	K	Other	Penis_foreskin_keratinocyte_primary	H3K4me3	0.018665257	0.183599723	0.051430869	9.836442375	2.755433221	0.001583678	2.32E-08	3.84E-08	0.603765956	0.272999628	0.747924387
Electrolyte	K	Other	Penis_foreskin_melanocyte_primary	H3K4me3	0.017357458	0.195061911	0.066191309	11.23793068	3.813421779	0.006770865	4.72E-08	5.57E-08	0.847498451	0.198358675	0.667559789
Electrolyte	K	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K4me3	0.009485448	0.15792285	0.043751252	16.64896119	4.612460452	0.000593276	1.09E-07	6.55E-08	1.66222932	0.048233402	0.371097841
Electrolyte	K	Other	Placenta_amnion	H3K4me3	0.006187714	0.06258684	0.035769749	10.11469586	5.78077012	0.11753694	-1.77E-08	7.68E-08	-0.230461648	0.591133469	0.951035345
Electrolyte	K	Other	Placenta_chorion	H3K4me3	0.008431608	0.074119243	0.046770296	8.790641774	5.54701999	0.151622263	-2.14E-08	7.61E-08	-0.28132391	0.610769013	0.958487882
Electrolyte	K	Immune or hematopoietic	CD14_primary	H3K4me3	0.008171433	0.096224336	0.038935795	11.77569888	4.764867317	0.026642455	2.63E-08	6.35E-08	0.413830943	0.339498961	0.80754793
Electrolyte	K	Immune or hematopoietic	CD19_primary_(UW)	H3K4me3	0.008689296	0.06368869	0.040809025	7.329557103	4.696470821	0.179041214	-4.61E-08	6.86E-08	-0.672789424	0.749459367	0.995027053
Electrolyte	K	Immune or hematopoietic	CD3_primary_(UW)	H3K4me3	0.010351216	0.076616865	0.036744303	7.401725977	3.549757127	0.06305491	-3.80E-08	4.87E-08	-0.780697829	0.782509881	0.999998953
Electrolyte	K	Immune or hematopoietic	CD4_primary	H3K4me3	0.012370099	0.115871873	0.040063837	9.367093251	3.238764392	0.005291539	3.19E-09	4.67E-08	0.068237883	0.472798135	0.893979446
Electrolyte	K	Immune or hematopoietic	CD56_primary	H3K4me3	0.008206774	0.062386001	0.040253298	7.601768903	4.904886685	0.161564685	-4.13E-08	6.61E-08	-0.625038308	0.734027042	0.992700852
Electrolyte	K	Immune or hematopoietic	CD8_primary	H3K4me3	0.01016794	0.092202435	0.037411265	9.067956651	3.679335947	0.022696337	-8.21E-09	4.68E-08	-0.17538176	0.569610164	0.939906404
Electrolyte	K	Adrenal or pancreas	Fetal_adrenal	H3K4me3	0.009537127	0.204266352	0.064813175	21.41801658	6.795880259	0.002123585	1.79E-07	9.99E-08	1.792802285	0.036502272	0.325313831
Electrolyte	K	Gastrointestinal	Fetal_large_intestine	H3K4me3	0.010651704	0.134797923	0.049832563	12.65505685	4.678365223	0.010785044	4.13E-08	6.47E-08	0.638175231	0.26167981	0.738315069
Electrolyte	K	Gastrointestinal	Fetal_small_intestine	H3K4me3	0.010855404	0.157195108	0.055246996	14.4808159	5.08935413	0.006830974	7.21E-08	6.88E-08	1.047737746	0.147379726	0.596235336
Electrolyte	K	Skeletal muscle	Fetal_leg_muscle	H3K4me3	0.009523097	0.254555981	0.083346511	26.73037658	8.75203797	0.002424405	2.61E-07	1.22E-07	2.147149576	0.015890688	0.220823042
Electrolyte	K	Skeletal muscle	Fetal_trunk_muscle	H3K4me3	0.008595704	0.194342141	0.063981052	22.60921727	7.443375312	0.002746738	1.85E-07	9.93E-08	1.862264329	0.03128292	0.30473611
Electrolyte	K	Other	Fetal_placenta	H3K4me3	0.008011599	0.125364312	0.057928355	15.64785164	7.230561013	0.045118901	8.12E-08	1.01E-07	0.803413622	0.210867852	0.68201047
Electrolyte	K	Gastrointestinal	Fetal_stomach	H3K4me3	0.009872246	0.16120607	0.06255338	16.32921878	6.336286379	0.015651402	9.37E-08	9.07E-08	1.033185308	0.150758593	0.60069162
Electrolyte	K	Immune or hematopoietic	Fetal_thymus	H3K4me3	0.009022106	0.080455934	0.037864799	8.917644343	4.19689138	0.047694658	-1.94E-08	5.74E-08	-0.337704615	0.632207102	0.96456744
Electrolyte	K	Other	Adipose_nuclei	H3K9ac	0.027957838	0.265403391	0.06528665	9.49298697	2.335182375	5.51E-05	3.71E-08	3.27E-08	1.135179975	0.128149959	0.566516961
Electrolyte	K	Kidney	Kidney	H3K9ac	0.010509452	0.245401978	0.065787445	23.35059719	6.259835971	0.000177711	2.12E-07	7.82E-08	2.712961041	0.003334247	0.099066103
Electrolyte	K	Liver	Liver_(BI)	H3K9ac	0.013815888	0.151996247	0.039931905	11.00155458	2.890288672	0.000757633	3.89E-08	3.65E-08	1.067191082	0.142942779	0.590561208
Electrolyte	K	CNS	Angular_gyrus	H3K9ac	0.010691308	0.080086502	0.046518684	7.490805119	4.351075199	0.131272777	-2.28E-08	5.89E-08	-0.387915809	0.650960831	0.971183562
Electrolyte	K	CNS	Anterior_caudate	H3K9ac	0.014304448	0.124280035	0.051867449	8.688209195	3.625966509	0.030765566	1.54E-09	5.03E-08	0.030669353	0.487766616	0.902138782
Electrolyte	K	CNS	Cingulate_gyrus	H3K9ac	0.01876684	0.10980199	0.047444597	5.850851172	2.528107898	0.058423301	-3.92E-08	3.97E-08	-0.987499353	0.83830105	0.999998953
Electrolyte	K	CNS	Hippocampus_middle	H3K9ac	0.017494915	0.100938398	0.047966327	5.769584755	2.74172958	0.086685168	-4.26E-08	4.10E-08	-1.038775817	0.850545495	0.999998953
Electrolyte	K	CNS	Inferior_temporal_lobe	H3K9ac	0.016476594	0.115248872	0.04692943	6.99470235	2.848248178	0.039559729	-2.05E-08	4.03E-08	-0.508122216	0.694316182	0.982774391
Electrolyte	K	CNS	Mid_frontal_lobe	H3K9ac	0.014759975	0.099693355	0.047984546	6.754303649	3.250990986	0.078360204	-2.92E-08	4.70E-08	-0.622380902	0.733154282	0.992431854
Electrolyte	K	CNS	Substantia_nigra	H3K9ac	0.016566279	0.091928451	0.046701004	5.549130916	2.819040053	0.11132464	-4.00E-08	3.90E-08	-1.026549988	0.847683793	0.999998953
Electrolyte	K	Gastrointestinal	Colonic_mucosa	H3K9ac	0.017719749	0.272061276	0.075146305	15.3535627	4.240822247	0.00058403	1.28E-07	5.93E-08	2.160085688	0.015383018	0.218260507
Electrolyte	K	Gastrointestinal	Colon_smooth_muscle	H3K9ac	0.005601477	0.069203738	0.048142605	12.35455118	8.594626468	0.176137408	2.67E-08	1.02E-07	0.261535221	0.396839896	0.849094724
Electrolyte	K	Gastrointestinal	Duodenum_Mucosa	H3K9ac	0.014777024	0.127048383	0.046063124	8.597697438	3.117212431	0.010212592	-5.30E-09	4.37E-08	-0.121467167	0.54833949	0.929954778
Electrolyte	K	Cardiovascular	Fetal_heart	H3K9ac	0.020182438	0.207213963	0.048378826	10.26704309	2.397075375	3.16E-05	3.95E-08	2.56E-08	1.541165802	0.061638219	0.415019371
Electrolyte	K	Kidney	Fetal_kidney	H3K9ac	0.004916499	0.095433665	0.047649505	19.41089851	9.691755183	0.044792683	1.10E-07	1.14E-07	0.966237213	0.166962748	0.624047581
Electrolyte	K	Cardiovascular	Fetal_lung	H3K9ac	0.012778387	0.218151816	0.09955662	17.07193719	7.791016334	0.031958738	1.21E-07	1.03E-07	1.17082652	0.120834258	0.553953352
Electrolyte	K	Adrenal or pancreas	Pancreatic_islets	H3K9ac	0.006067128	0.05437755	0.04008829	8.962651596	6.607457888	0.214626396	-2.69E-08	8.74E-08	-0.307188278	0.620649966	0.960962226
Electrolyte	K	Gastrointestinal	Rectal_mucosa	H3K9ac	0.01576551	0.229733576	0.072410216	14.57190913	4.59295112	0.002992162	1.04E-07	6.46E-08	1.602783341	0.054491248	0.391510357
Electrolyte	K	Gastrointestinal	Rectal_smooth_muscle	H3K9ac	0.003464139	0.083063168	0.059019031	23.97801063	17.0371415	0.169166071	1.58E-07	2.04E-07	0.772769232	0.219829483	0.69256014
Electrolyte	K	Skeletal muscle	Skeletal_muscle	H3K9ac	0.027038259	0.284204125	0.075080384	10.5111845	2.776820236	0.000448219	5.67E-08	3.44E-08	1.649480705	0.049524596	0.375176444
Electrolyte	K	Gastrointestinal	Stomach_mucosa	H3K9ac	0.012771461	0.130079209	0.050149877	10.1851474	3.926714328	0.018310462	1.61E-08	4.94E-08	0.32606914	0.372186023	0.832312772
Electrolyte	K	Gastrointestinal	Stomach_smooth_muscle	H3K9ac	0.0137191	0.097810465	0.042560125	7.12951051	3.102253549	0.040705452	-2.92E-08	4.09E-08	-0.712269855	0.761851157	0.998202071
Electrolyte	K	Other	Breast_myoepithelial	H3K9ac	0.004631639	0.065808942	0.036840707	14.20856432	7.954140294	0.104328725	4.60E-08	9.12E-08	0.504127476	0.3070859	0.779141563
Electrolyte	K	Immune or hematopoietic	CD8_naive_primary_(UCSF-UBC)	H3K9ac	0.002138936	0.028618558	0.020569963	13.37980812	9.616912147	0.189708832	3.52E-08	1.06E-07	0.332973305	0.369577217	0.830710815
Electrolyte	K	CNS	Fetal_brain	H3K9ac	0.012489442	0.117695601	0.045616404	9.423607603	3.652397265	0.022889216	1.26E-08	5.05E-08	0.249593006	0.401451054	0.852816712
Electrolyte	K	Other	Penis_foreskin_keratinocyte_primary	H3K9ac	0.031924744	0.188595134	0.055512858	5.907490798	1.738866179	0.005670048	-6.89E-09	2.36E-08	-0.292340289	0.614986771	0.95965921
Electrolyte	K	Immune or hematopoietic	Peripheralblood_mononuclear_primary	H3K9ac	0.0128837	0.11208264	0.045758465	8.699569438	3.551655688	0.021545239	-3.74E-09	5.01E-08	-0.074628033	0.529744665	0.922565099
Electrolyte	K	Immune or hematopoietic	CD3_primary	H3K27ac	0.031684283	0.041465913	0.036938336	1.308721851	1.165825233	0.786946971	-6.26E-09	1.26E-08	-0.49743337	0.690558261	0.982774391
Electrolyte	K	Immune or hematopoietic	CD25-_CD45RA+_naive	H3K27ac	0.026941825	0.057209495	0.036910542	2.123445397	1.370008951	0.394173934	-2.57E-09	1.48E-08	-0.173251748	0.568773225	0.939628709
Electrolyte	K	Immune or hematopoietic	CD25+_CD127-_Treg	H3K27ac	0.031169972	0.068619199	0.037616061	2.201452068	1.206804442	0.307104055	5.73E-09	1.26E-08	0.456941575	0.32385652	0.794275284
Electrolyte	K	Immune or hematopoietic	CD25int_CD127+_Tmem	H3K27ac	0.032825854	0.016598476	0.041392508	0.505652523	1.260972769	0.694658092	-1.38E-08	1.48E-08	-0.936649086	0.825530453	0.999998953
Electrolyte	K	Immune or hematopoietic	CD25-_IL17+_Th17_stim	H3K27ac	0.026929927	0.031787894	0.039634986	1.180392896	1.471782175	0.90167133	-1.28E-08	1.65E-08	-0.7731726	0.78028988	0.999998953
Electrolyte	K	Immune or hematopoietic	CD25-_IL17-_Th_stim_MACS	H3K27ac	0.022549227	0.051117973	0.02847777	2.266950119	1.262915557	0.2951751	1.98E-09	1.35E-08	0.146640801	0.441707773	0.876166367
Electrolyte	K	Immune or hematopoietic	Th0	H3K27ac	0.031814281	0.021021825	0.034001082	0.660766921	1.068736463	0.751637519	-1.09E-08	1.17E-08	-0.933375901	0.824687041	0.999998953
Electrolyte	K	Immune or hematopoietic	Th1	H3K27ac	0.031719801	0.035491799	0.033756562	1.118916171	1.064211014	0.910896558	-5.20E-09	1.17E-08	-0.442750943	0.671027055	0.978019185
Electrolyte	K	Immune or hematopoietic	Th2	H3K27ac	0.031534394	0.022514094	0.039368508	0.713953598	1.248430784	0.817943303	-9.76E-09	1.37E-08	-0.712887105	0.76204219	0.998202071
Electrolyte	K	Immune or hematopoietic	CD19	H3K27ac	0.036467409	0.060003329	0.041389847	1.645396011	1.134981841	0.556237348	8.74E-11	1.18E-08	0.007386175	0.497053369	0.906782777
Electrolyte	K	Immune or hematopoietic	CD20	H3K27ac	0.02895023	0.068790916	0.030007442	2.376178536	1.036518235	0.172573018	9.34E-09	1.14E-08	0.81741671	0.206845165	0.676018749
Electrolyte	K	Immune or hematopoietic	CD14	H3K27ac	0.028195991	0.079353113	0.036090318	2.814340302	1.279980498	0.175060049	1.24E-08	1.56E-08	0.793199936	0.213830672	0.685871202
Electrolyte	K	Immune or hematopoietic	Mobilized_CD34	H3K27ac	0.032979117	0.007169134	0.047563731	0.217384055	1.442237854	0.589522537	-2.04E-08	1.57E-08	-1.29981166	0.903167236	0.999998953
Electrolyte	K	Connective or bone	Osteoblast	H3K27ac	0.028330074	0.075660037	0.034188271	2.670661487	1.206783695	0.149232344	-2.53E-09	1.35E-08	-0.187769142	0.574471187	0.942532562
Electrolyte	K	Connective or bone	Chondrogenic_dif	H3K27ac	0.026258445	0.059014237	0.033512589	2.247438352	1.276259453	0.333659186	-5.14E-09	1.59E-08	-0.323709366	0.626920961	0.962787839
Electrolyte	K	Gastrointestinal	Colon_smooth_muscle	H3K27ac	0.025361421	0.045656972	0.032451145	1.80025296	1.279547601	0.521919576	-9.74E-09	1.32E-08	-0.736128767	0.769173831	0.999998953
Electrolyte	K	Gastrointestinal	Stomach_smooth_muscle	H3K27ac	0.026698167	0.033521965	0.031568997	1.255590517	1.182440607	0.827402146	-1.39E-08	1.32E-08	-1.057271842	0.85480623	0.999998953
